customer_id,activity_id,activity_date,activity_note
19,92,2016-12-30 02:40:09.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
19,93,2015-09-01 01:57:43.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
19,94,2015-01-23 13:30:40.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
19,95,2016-07-13 01:14:09.000,I'll alert the crew. When has justice ever been as simple as a rule book?
19,96,2015-10-23 02:43:21.000,I'll alert the crew. When has justice ever been as simple as a rule book?
19,97,2017-02-24 22:49:06.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
19,98,2015-02-09 07:31:40.000,I'll alert the crew. When has justice ever been as simple as a rule book?
19,99,2015-01-08 13:36:04.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
19,100,2016-07-07 20:35:41.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
20,101,2017-01-24 11:23:46.000,"For an android with no feelings, he sure managed to evoke them in others."
20,102,2015-03-07 05:49:05.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
20,103,2015-02-14 06:11:59.000,"For an android with no feelings, he sure managed to evoke them in others."
20,104,2016-03-14 16:32:39.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
21,105,2015-08-25 02:15:13.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
21,106,2016-09-16 23:08:44.000,I'll alert the crew. When has justice ever been as simple as a rule book?
21,107,2015-01-15 11:34:11.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
21,108,2015-02-06 16:07:49.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
21,109,2015-09-15 14:39:39.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
21,110,2015-10-28 06:34:15.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
21,111,2016-11-17 23:53:53.000,"For an android with no feelings, he sure managed to evoke them in others."
21,112,2016-11-27 00:01:24.000,I'll alert the crew. When has justice ever been as simple as a rule book?
21,113,2015-01-29 17:42:50.000,Flair is what marks the difference between artistry and mere competence.
23,114,2016-10-01 16:43:54.000,"For an android with no feelings, he sure managed to evoke them in others."
23,115,2016-07-20 05:30:44.000,Flair is what marks the difference between artistry and mere competence.
23,116,2015-06-16 06:54:18.000,I'll alert the crew. When has justice ever been as simple as a rule book?
23,117,2016-09-29 04:37:52.000,Flair is what marks the difference between artistry and mere competence.
23,118,2016-04-17 01:02:14.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
24,119,2015-10-14 16:29:05.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
24,120,2015-02-22 05:56:08.000,I'll alert the crew. When has justice ever been as simple as a rule book?
24,121,2016-01-16 12:13:11.000,"Fate. It protects fools, little children, and ships named Enterprise."
24,122,2015-04-01 04:00:21.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
24,123,2015-05-31 07:15:13.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
24,124,2016-06-15 06:20:21.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
24,125,2016-09-24 00:32:44.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
25,126,2015-07-16 10:41:56.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
25,127,2016-10-13 19:41:27.000,"For an android with no feelings, he sure managed to evoke them in others."
25,128,2017-01-06 13:42:42.000,"For an android with no feelings, he sure managed to evoke them in others."
25,129,2015-06-07 18:46:29.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
25,130,2016-06-05 01:05:02.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
25,131,2016-09-27 11:21:20.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
27,132,2015-04-15 00:58:02.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
27,133,2016-04-20 15:22:50.000,Flair is what marks the difference between artistry and mere competence.
27,134,2016-09-24 15:14:50.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
27,135,2015-10-20 22:23:41.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
27,136,2016-03-01 23:41:21.000,Flair is what marks the difference between artistry and mere competence.
27,137,2015-08-10 03:49:25.000,I'll alert the crew. When has justice ever been as simple as a rule book?
27,138,2015-09-08 23:21:12.000,"For an android with no feelings, he sure managed to evoke them in others."
27,139,2015-01-23 00:00:12.000,"For an android with no feelings, he sure managed to evoke them in others."
28,140,2016-07-13 02:18:25.000,I'll alert the crew. When has justice ever been as simple as a rule book?
28,141,2017-02-04 09:51:28.000,"Fate. It protects fools, little children, and ships named Enterprise."
30,142,2015-04-15 10:28:50.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
30,143,2015-09-17 15:16:52.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
30,144,2016-06-05 17:05:41.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
31,145,2015-07-07 22:13:11.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
33,146,2017-01-02 19:38:49.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
33,147,2015-01-11 05:34:19.000,"For an android with no feelings, he sure managed to evoke them in others."
33,148,2016-09-09 17:42:45.000,"Fate. It protects fools, little children, and ships named Enterprise."
33,149,2015-09-09 08:14:56.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
33,150,2015-04-09 01:35:35.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
33,151,2015-01-20 09:47:21.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
34,152,2015-02-23 12:00:59.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
34,153,2015-10-05 05:35:02.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
34,154,2016-10-17 10:55:42.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
34,155,2016-04-26 01:01:20.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
34,156,2016-04-18 02:51:20.000,I'll alert the crew. When has justice ever been as simple as a rule book?
34,157,2015-09-23 19:40:17.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
34,158,2015-06-06 08:28:24.000,"Fate. It protects fools, little children, and ships named Enterprise."
34,159,2016-05-31 22:16:14.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
35,160,2016-03-30 22:02:45.000,I'll alert the crew. When has justice ever been as simple as a rule book?
35,161,2015-07-20 15:28:05.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
35,162,2015-02-28 12:34:16.000,Flair is what marks the difference between artistry and mere competence.
35,163,2016-01-11 04:30:44.000,"Fate. It protects fools, little children, and ships named Enterprise."
35,164,2016-06-21 03:46:55.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
35,165,2016-12-25 17:43:16.000,"Fate. It protects fools, little children, and ships named Enterprise."
35,166,2016-09-30 05:43:12.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
35,167,2016-03-10 14:11:04.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
35,168,2016-08-24 19:38:42.000,"Fate. It protects fools, little children, and ships named Enterprise."
36,169,2016-12-18 21:28:59.000,"Fate. It protects fools, little children, and ships named Enterprise."
36,170,2016-02-24 15:43:28.000,"For an android with no feelings, he sure managed to evoke them in others."
37,171,2015-04-03 21:54:14.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
37,172,2015-01-04 21:15:19.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
37,173,2015-07-13 14:28:44.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
37,174,2016-11-12 21:03:47.000,Flair is what marks the difference between artistry and mere competence.
37,175,2016-11-24 18:15:51.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
37,176,2016-07-21 09:57:09.000,I'll alert the crew. When has justice ever been as simple as a rule book?
38,177,2016-03-31 09:58:57.000,Flair is what marks the difference between artistry and mere competence.
38,178,2015-01-06 15:16:26.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
38,179,2015-08-20 15:10:41.000,"Fate. It protects fools, little children, and ships named Enterprise."
38,180,2015-02-28 01:46:58.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
38,181,2015-09-01 16:12:16.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
39,182,2016-11-16 04:17:30.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
39,183,2015-08-11 05:46:07.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
39,184,2016-06-11 17:26:08.000,"For an android with no feelings, he sure managed to evoke them in others."
39,185,2015-12-29 15:42:04.000,"Fate. It protects fools, little children, and ships named Enterprise."
39,186,2015-01-11 10:56:39.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
39,187,2015-05-25 17:33:31.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
39,188,2015-10-22 03:22:49.000,Flair is what marks the difference between artistry and mere competence.
39,189,2015-10-29 04:36:27.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
40,190,2016-09-04 17:12:55.000,I'll alert the crew. When has justice ever been as simple as a rule book?
40,191,2015-12-14 17:08:38.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
40,192,2015-11-08 10:51:03.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
40,193,2017-02-17 10:02:13.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
40,194,2016-07-27 11:54:28.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
40,195,2016-06-09 09:23:10.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
40,196,2016-12-08 10:12:41.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
40,197,2016-02-11 13:23:23.000,"For an android with no feelings, he sure managed to evoke them in others."
40,198,2015-08-15 05:06:32.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
41,199,2015-11-15 14:43:39.000,I'll alert the crew. When has justice ever been as simple as a rule book?
41,200,2016-03-23 08:55:07.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
41,201,2015-04-28 19:21:17.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
41,202,2015-02-04 03:49:41.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
41,203,2015-11-21 14:44:05.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
41,204,2017-01-14 11:12:36.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
41,205,2016-02-18 14:59:33.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
41,206,2016-02-29 01:30:12.000,I'll alert the crew. When has justice ever been as simple as a rule book?
41,207,2015-08-23 15:28:16.000,"Fate. It protects fools, little children, and ships named Enterprise."
42,208,2016-03-14 18:39:53.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
42,209,2016-12-18 12:06:11.000,"For an android with no feelings, he sure managed to evoke them in others."
42,210,2016-03-26 12:13:25.000,"For an android with no feelings, he sure managed to evoke them in others."
42,211,2017-02-11 07:13:02.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
42,212,2015-02-12 22:41:57.000,"Fate. It protects fools, little children, and ships named Enterprise."
42,213,2017-01-09 19:11:13.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
42,214,2015-05-29 10:04:57.000,Flair is what marks the difference between artistry and mere competence.
42,215,2015-11-16 13:50:41.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
42,216,2016-04-08 17:57:58.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
43,217,2016-10-02 05:40:21.000,"Fate. It protects fools, little children, and ships named Enterprise."
43,218,2016-02-26 19:01:19.000,I'll alert the crew. When has justice ever been as simple as a rule book?
43,219,2015-08-13 17:36:42.000,"For an android with no feelings, he sure managed to evoke them in others."
43,220,2015-09-21 19:26:39.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
43,221,2015-07-12 22:31:08.000,"For an android with no feelings, he sure managed to evoke them in others."
43,222,2015-01-21 18:24:50.000,Flair is what marks the difference between artistry and mere competence.
43,223,2016-03-02 04:00:56.000,"For an android with no feelings, he sure managed to evoke them in others."
43,224,2015-08-15 04:27:12.000,"Fate. It protects fools, little children, and ships named Enterprise."
43,225,2016-08-30 07:17:53.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
44,226,2017-02-05 07:06:51.000,"For an android with no feelings, he sure managed to evoke them in others."
44,227,2016-12-28 09:42:38.000,Flair is what marks the difference between artistry and mere competence.
44,228,2015-04-30 12:21:35.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
44,229,2016-11-03 02:15:53.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
44,230,2016-01-06 09:33:45.000,I'll alert the crew. When has justice ever been as simple as a rule book?
45,231,2015-07-11 19:25:46.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
45,232,2015-05-27 11:42:46.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
45,233,2016-04-21 20:22:14.000,"Fate. It protects fools, little children, and ships named Enterprise."
45,234,2015-05-29 00:49:22.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
45,235,2016-05-22 22:34:57.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
45,236,2016-04-15 13:58:18.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
46,237,2015-09-03 23:14:34.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
46,238,2016-11-18 07:09:52.000,I'll alert the crew. When has justice ever been as simple as a rule book?
46,239,2015-12-31 06:48:40.000,I'll alert the crew. When has justice ever been as simple as a rule book?
47,240,2015-09-16 03:34:12.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
47,241,2015-04-15 18:11:13.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
47,242,2015-07-21 02:56:01.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
47,243,2016-03-09 10:22:28.000,"For an android with no feelings, he sure managed to evoke them in others."
47,244,2016-01-17 16:09:49.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
47,245,2015-10-22 05:22:15.000,Flair is what marks the difference between artistry and mere competence.
47,246,2015-07-22 20:07:01.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
47,247,2016-01-19 08:49:19.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
47,248,2016-12-14 21:08:01.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
48,249,2016-04-28 04:49:42.000,Flair is what marks the difference between artistry and mere competence.
48,250,2015-12-13 12:24:52.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
48,251,2015-06-09 08:03:35.000,"Fate. It protects fools, little children, and ships named Enterprise."
48,252,2016-10-02 01:45:08.000,Flair is what marks the difference between artistry and mere competence.
49,253,2015-11-28 01:39:40.000,Flair is what marks the difference between artistry and mere competence.
49,254,2016-11-27 06:39:10.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
49,255,2017-02-24 03:38:55.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
50,256,2015-07-05 09:11:45.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
50,257,2016-09-01 11:06:05.000,I'll alert the crew. When has justice ever been as simple as a rule book?
51,258,2015-12-10 18:51:03.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
51,259,2015-11-05 23:16:57.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
51,260,2016-06-06 16:59:18.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
51,261,2015-03-21 11:36:32.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
51,262,2016-12-15 08:18:46.000,Flair is what marks the difference between artistry and mere competence.
51,263,2015-09-11 02:04:43.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
52,264,2015-11-20 15:14:12.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
52,265,2016-04-26 16:10:22.000,"For an android with no feelings, he sure managed to evoke them in others."
52,266,2015-02-26 06:58:30.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
52,267,2015-03-29 20:34:10.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
52,268,2016-08-02 10:02:32.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
52,269,2017-02-04 09:44:58.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
52,270,2016-12-10 11:25:34.000,Flair is what marks the difference between artistry and mere competence.
53,271,2015-03-23 06:45:33.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
53,272,2015-11-08 17:00:05.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
53,273,2015-05-30 22:48:41.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
53,274,2016-08-12 08:34:14.000,I'll alert the crew. When has justice ever been as simple as a rule book?
53,275,2016-10-22 16:58:45.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
53,276,2015-09-25 18:06:18.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
53,277,2015-07-17 13:23:04.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
53,278,2015-12-10 21:22:11.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
53,279,2015-10-12 09:33:51.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
54,280,2016-07-24 08:19:35.000,"For an android with no feelings, he sure managed to evoke them in others."
54,281,2015-09-19 15:38:47.000,I'll alert the crew. When has justice ever been as simple as a rule book?
54,282,2015-12-19 14:19:31.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
54,283,2015-03-03 23:58:02.000,I'll alert the crew. When has justice ever been as simple as a rule book?
54,284,2017-02-19 14:58:28.000,"Fate. It protects fools, little children, and ships named Enterprise."
54,285,2015-06-23 10:00:56.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
54,286,2016-03-07 13:19:08.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
55,287,2016-11-23 23:00:10.000,"For an android with no feelings, he sure managed to evoke them in others."
55,288,2016-06-23 00:42:51.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
55,289,2016-08-21 07:53:36.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
55,290,2015-10-19 18:26:10.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
55,291,2015-02-28 11:52:50.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
55,292,2015-09-26 01:25:42.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
55,293,2015-01-19 15:00:18.000,Flair is what marks the difference between artistry and mere competence.
55,294,2016-11-18 03:43:14.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
56,295,2016-09-24 10:36:53.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
56,296,2016-06-28 07:07:38.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
56,297,2015-10-29 14:22:24.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
56,298,2016-05-14 10:34:44.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
56,299,2015-02-09 01:29:57.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
57,300,2015-07-25 10:14:44.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
57,301,2017-02-13 09:30:30.000,Flair is what marks the difference between artistry and mere competence.
57,302,2015-03-03 06:36:21.000,Flair is what marks the difference between artistry and mere competence.
57,303,2015-09-17 08:05:22.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
58,304,2015-11-10 14:23:16.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
58,305,2015-08-16 19:53:08.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
58,306,2015-07-06 14:05:09.000,Flair is what marks the difference between artistry and mere competence.
59,307,2016-11-10 23:08:51.000,"Fate. It protects fools, little children, and ships named Enterprise."
59,308,2015-10-09 23:39:45.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
59,309,2015-06-13 01:56:04.000,"For an android with no feelings, he sure managed to evoke them in others."
59,310,2017-02-18 00:23:35.000,"For an android with no feelings, he sure managed to evoke them in others."
59,311,2016-05-11 09:05:57.000,"Fate. It protects fools, little children, and ships named Enterprise."
59,312,2015-06-22 09:46:07.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
59,313,2015-07-07 20:48:44.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
59,314,2015-11-07 15:01:46.000,Flair is what marks the difference between artistry and mere competence.
59,315,2015-09-27 20:27:37.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
60,316,2016-06-04 13:15:35.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
60,317,2017-02-08 09:06:21.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
1,1,2016-03-17 16:16:47.000,I'll alert the crew. When has justice ever been as simple as a rule book?
2,2,2015-01-28 07:21:28.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
2,3,2016-04-10 13:21:31.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
2,4,2016-03-15 18:07:07.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
2,5,2016-05-13 16:22:16.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
2,6,2016-03-15 15:31:33.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
2,7,2015-12-10 17:48:50.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
2,8,2015-03-25 09:17:06.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
2,9,2017-01-29 07:58:49.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
2,10,2015-11-09 21:37:49.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
2,11,2016-10-23 15:54:32.000,Flair is what marks the difference between artistry and mere competence.
3,12,2016-12-20 07:42:55.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
3,13,2016-07-28 03:08:24.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
3,14,2016-12-10 16:02:28.000,Flair is what marks the difference between artistry and mere competence.
3,15,2016-04-18 13:19:17.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
