case_id,note_id,note_date,note_text
40,114,2015-05-02 14:18:41.000,"For an android with no feelings, he sure managed to evoke them in others."
41,115,2017-01-16 22:33:32.000,"Fate. It protects fools, little children, and ships named Enterprise."
41,116,2015-04-24 22:34:17.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
41,117,2015-07-20 01:46:03.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
42,118,2015-11-09 16:40:01.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
42,119,2016-08-07 22:11:00.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
42,120,2016-11-25 21:19:06.000,I'll alert the crew. When has justice ever been as simple as a rule book?
43,121,2016-06-30 20:11:20.000,"For an android with no feelings, he sure managed to evoke them in others."
43,122,2015-08-11 12:19:23.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
45,123,2016-12-06 16:43:59.000,Flair is what marks the difference between artistry and mere competence.
46,124,2015-12-26 06:30:06.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
47,125,2015-03-21 08:19:23.000,I'll alert the crew. When has justice ever been as simple as a rule book?
47,126,2016-04-01 08:05:24.000,"Fate. It protects fools, little children, and ships named Enterprise."
49,127,2017-02-18 06:40:29.000,Flair is what marks the difference between artistry and mere competence.
49,128,2016-04-08 01:49:49.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
51,129,2016-07-12 18:23:33.000,Flair is what marks the difference between artistry and mere competence.
51,130,2016-03-12 18:45:05.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
51,131,2017-02-08 02:38:17.000,"For an android with no feelings, he sure managed to evoke them in others."
51,132,2015-07-05 16:46:15.000,Flair is what marks the difference between artistry and mere competence.
51,133,2017-02-05 17:59:12.000,I'll alert the crew. When has justice ever been as simple as a rule book?
52,134,2015-11-13 10:49:03.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
53,135,2015-07-31 05:13:26.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
54,136,2015-01-26 08:48:11.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
54,137,2016-02-11 01:04:49.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
54,138,2015-05-21 18:07:40.000,I'll alert the crew. When has justice ever been as simple as a rule book?
55,139,2016-07-21 11:49:39.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
55,140,2016-12-31 08:48:26.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
55,141,2016-11-21 02:30:53.000,"Fate. It protects fools, little children, and ships named Enterprise."
55,142,2015-12-17 17:20:15.000,"Fate. It protects fools, little children, and ships named Enterprise."
56,143,2015-04-15 18:13:13.000,I'll alert the crew. When has justice ever been as simple as a rule book?
56,144,2015-07-16 09:36:24.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
56,145,2015-07-31 01:50:19.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
57,146,2016-07-28 11:33:02.000,"For an android with no feelings, he sure managed to evoke them in others."
57,147,2016-11-08 06:13:48.000,I'll alert the crew. When has justice ever been as simple as a rule book?
58,148,2016-12-17 00:15:42.000,"Fate. It protects fools, little children, and ships named Enterprise."
58,149,2016-08-14 23:29:36.000,"Fate. It protects fools, little children, and ships named Enterprise."
59,150,2016-09-06 15:49:50.000,Flair is what marks the difference between artistry and mere competence.
59,151,2015-05-31 03:32:17.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
59,152,2016-05-18 00:22:42.000,"For an android with no feelings, he sure managed to evoke them in others."
60,153,2016-04-27 09:25:36.000,I'll alert the crew. When has justice ever been as simple as a rule book?
60,154,2015-02-17 18:45:09.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
60,155,2017-01-13 08:48:24.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
61,156,2015-03-22 03:07:53.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
61,157,2015-06-23 18:43:59.000,"For an android with no feelings, he sure managed to evoke them in others."
61,158,2015-03-09 04:54:30.000,"For an android with no feelings, he sure managed to evoke them in others."
61,159,2015-12-24 08:19:29.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
61,160,2015-08-01 13:01:19.000,I'll alert the crew. When has justice ever been as simple as a rule book?
62,161,2015-08-28 10:48:00.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
63,162,2016-04-06 04:50:08.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
63,163,2017-02-21 08:46:25.000,"Fate. It protects fools, little children, and ships named Enterprise."
63,164,2015-04-24 11:43:07.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
63,165,2015-11-07 05:13:23.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
63,166,2015-12-03 05:21:54.000,Flair is what marks the difference between artistry and mere competence.
65,167,2015-08-07 14:13:21.000,"For an android with no feelings, he sure managed to evoke them in others."
65,168,2015-08-24 05:56:38.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
65,169,2016-11-30 17:18:22.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
65,170,2015-05-22 08:08:58.000,"For an android with no feelings, he sure managed to evoke them in others."
65,171,2016-09-15 06:19:26.000,"For an android with no feelings, he sure managed to evoke them in others."
66,172,2015-04-05 20:38:22.000,I'll alert the crew. When has justice ever been as simple as a rule book?
66,173,2015-03-28 02:24:32.000,"Fate. It protects fools, little children, and ships named Enterprise."
66,174,2016-08-01 06:34:40.000,I'll alert the crew. When has justice ever been as simple as a rule book?
66,175,2015-08-21 22:54:41.000,"For an android with no feelings, he sure managed to evoke them in others."
66,176,2016-08-23 19:16:04.000,"Fate. It protects fools, little children, and ships named Enterprise."
67,177,2017-02-25 16:35:50.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
68,178,2015-08-27 21:46:07.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
69,179,2016-08-04 09:08:10.000,"For an android with no feelings, he sure managed to evoke them in others."
69,180,2015-08-24 15:59:40.000,I'll alert the crew. When has justice ever been as simple as a rule book?
69,181,2016-02-03 10:39:34.000,"For an android with no feelings, he sure managed to evoke them in others."
69,182,2015-03-31 14:01:42.000,I'll alert the crew. When has justice ever been as simple as a rule book?
69,183,2015-04-25 04:45:26.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
70,184,2016-10-12 03:45:50.000,Flair is what marks the difference between artistry and mere competence.
70,185,2016-10-13 13:08:34.000,"For an android with no feelings, he sure managed to evoke them in others."
71,186,2016-02-06 10:19:59.000,"Fate. It protects fools, little children, and ships named Enterprise."
72,187,2015-03-12 23:35:45.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
72,188,2017-01-17 13:29:38.000,I'll alert the crew. When has justice ever been as simple as a rule book?
72,189,2015-08-07 22:54:58.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
72,190,2016-04-03 03:36:15.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
72,191,2016-12-01 01:08:47.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
73,192,2015-09-28 17:18:51.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
73,193,2016-01-29 08:16:53.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
74,194,2015-12-14 11:40:41.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
74,195,2016-11-15 06:01:28.000,"Fate. It protects fools, little children, and ships named Enterprise."
75,196,2015-11-23 19:21:39.000,Flair is what marks the difference between artistry and mere competence.
75,197,2016-10-19 10:11:16.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
75,198,2016-11-30 10:12:23.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
75,199,2015-08-31 16:09:23.000,"Fate. It protects fools, little children, and ships named Enterprise."
76,200,2016-07-11 03:20:20.000,Flair is what marks the difference between artistry and mere competence.
76,201,2016-08-06 17:13:08.000,I'll alert the crew. When has justice ever been as simple as a rule book?
76,202,2015-11-11 12:35:23.000,I'll alert the crew. When has justice ever been as simple as a rule book?
76,203,2015-05-07 18:08:50.000,I'll alert the crew. When has justice ever been as simple as a rule book?
81,204,2015-11-19 17:58:08.000,"Fate. It protects fools, little children, and ships named Enterprise."
81,205,2015-08-03 22:34:13.000,"Fate. It protects fools, little children, and ships named Enterprise."
82,206,2015-03-03 01:11:32.000,Flair is what marks the difference between artistry and mere competence.
82,207,2015-08-29 03:31:06.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
82,208,2016-11-09 08:26:29.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
82,209,2016-09-30 19:43:49.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
84,210,2016-09-07 09:36:46.000,I'll alert the crew. When has justice ever been as simple as a rule book?
85,211,2015-11-18 16:49:32.000,Flair is what marks the difference between artistry and mere competence.
85,212,2015-06-08 14:53:37.000,I'll alert the crew. When has justice ever been as simple as a rule book?
85,213,2015-09-24 12:37:39.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
85,214,2016-04-28 02:07:17.000,"For an android with no feelings, he sure managed to evoke them in others."
85,215,2016-05-13 05:24:13.000,I'll alert the crew. When has justice ever been as simple as a rule book?
89,216,2016-06-15 03:58:23.000,Flair is what marks the difference between artistry and mere competence.
90,217,2015-01-26 00:10:26.000,Flair is what marks the difference between artistry and mere competence.
90,218,2016-06-16 05:05:45.000,"For an android with no feelings, he sure managed to evoke them in others."
90,219,2016-01-26 15:57:49.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
90,220,2016-09-24 18:15:36.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
91,221,2015-07-16 22:10:44.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
91,222,2017-02-13 03:32:58.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
92,223,2015-11-11 12:50:12.000,I'll alert the crew. When has justice ever been as simple as a rule book?
92,224,2016-05-18 05:41:29.000,Flair is what marks the difference between artistry and mere competence.
94,225,2015-08-20 05:31:37.000,I'll alert the crew. When has justice ever been as simple as a rule book?
94,226,2015-10-06 11:15:36.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
94,227,2016-05-26 21:11:32.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
94,228,2015-07-23 02:04:32.000,I'll alert the crew. When has justice ever been as simple as a rule book?
95,229,2016-08-15 21:37:00.000,Flair is what marks the difference between artistry and mere competence.
95,230,2016-12-01 07:50:04.000,"Fate. It protects fools, little children, and ships named Enterprise."
95,231,2015-11-13 07:53:26.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
96,232,2015-07-27 19:32:27.000,I'll alert the crew. When has justice ever been as simple as a rule book?
96,233,2016-01-18 17:29:47.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
97,234,2015-09-26 03:32:04.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
97,235,2016-07-21 00:43:34.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
97,236,2015-10-28 04:13:52.000,"For an android with no feelings, he sure managed to evoke them in others."
97,237,2016-10-12 04:22:14.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
98,238,2015-06-13 03:00:09.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
99,239,2015-06-24 03:48:44.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
99,240,2016-06-15 01:11:13.000,"For an android with no feelings, he sure managed to evoke them in others."
99,241,2015-01-22 21:10:43.000,"For an android with no feelings, he sure managed to evoke them in others."
100,242,2016-11-02 06:00:58.000,"Fate. It protects fools, little children, and ships named Enterprise."
100,243,2015-01-19 00:09:25.000,I'll alert the crew. When has justice ever been as simple as a rule book?
100,244,2015-12-14 15:23:07.000,"For an android with no feelings, he sure managed to evoke them in others."
100,245,2016-07-04 22:00:23.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
100,246,2015-05-30 00:37:21.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
101,247,2017-02-22 04:42:45.000,"For an android with no feelings, he sure managed to evoke them in others."
101,248,2015-10-15 20:55:57.000,"For an android with no feelings, he sure managed to evoke them in others."
101,249,2015-12-28 02:12:27.000,"For an android with no feelings, he sure managed to evoke them in others."
103,250,2016-02-16 19:05:19.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
104,251,2016-03-14 15:53:49.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
104,252,2015-09-26 17:46:40.000,Flair is what marks the difference between artistry and mere competence.
104,253,2015-06-19 17:09:15.000,"For an android with no feelings, he sure managed to evoke them in others."
104,254,2016-04-24 00:55:34.000,I'll alert the crew. When has justice ever been as simple as a rule book?
105,255,2015-11-05 20:26:48.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
105,256,2016-04-29 12:43:05.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
105,257,2015-02-08 00:06:02.000,Flair is what marks the difference between artistry and mere competence.
105,258,2017-02-07 19:54:05.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
106,259,2016-01-21 15:22:15.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
106,260,2016-03-24 01:34:55.000,I'll alert the crew. When has justice ever been as simple as a rule book?
106,261,2016-01-28 03:34:56.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
107,262,2016-01-27 07:01:59.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
108,263,2015-07-17 04:25:23.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
108,264,2016-05-09 04:50:20.000,"For an android with no feelings, he sure managed to evoke them in others."
108,265,2015-08-27 05:57:10.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
108,266,2016-05-15 12:29:46.000,"Fate. It protects fools, little children, and ships named Enterprise."
108,267,2016-05-26 19:03:48.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
109,268,2016-11-09 17:15:36.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
110,269,2016-02-15 20:06:14.000,I'll alert the crew. When has justice ever been as simple as a rule book?
110,270,2015-02-12 08:40:36.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
110,271,2016-12-21 19:25:31.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
110,272,2015-11-05 04:14:42.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
111,273,2016-08-03 02:22:02.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
111,274,2016-03-29 01:07:49.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
111,275,2015-06-28 13:30:41.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
111,276,2016-08-20 08:17:26.000,"Fate. It protects fools, little children, and ships named Enterprise."
111,277,2016-08-31 04:12:42.000,I'll alert the crew. When has justice ever been as simple as a rule book?
112,278,2015-07-04 00:45:14.000,Flair is what marks the difference between artistry and mere competence.
113,279,2015-11-15 11:15:10.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
113,280,2015-08-09 04:58:24.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
113,281,2016-03-21 12:14:06.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
114,282,2016-11-28 04:35:41.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
114,283,2016-04-11 12:23:42.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
114,284,2016-04-04 05:36:22.000,I'll alert the crew. When has justice ever been as simple as a rule book?
114,285,2015-08-14 14:10:00.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
114,286,2016-07-20 15:31:31.000,Flair is what marks the difference between artistry and mere competence.
115,287,2016-01-31 21:14:40.000,"For an android with no feelings, he sure managed to evoke them in others."
115,288,2016-02-13 03:33:32.000,I'll alert the crew. When has justice ever been as simple as a rule book?
115,289,2016-01-11 06:42:46.000,Flair is what marks the difference between artistry and mere competence.
115,290,2016-10-04 16:18:55.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
116,291,2015-08-22 13:12:56.000,"For an android with no feelings, he sure managed to evoke them in others."
116,292,2016-05-24 09:00:06.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
116,293,2016-02-15 15:43:43.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
116,294,2015-03-01 10:45:35.000,"For an android with no feelings, he sure managed to evoke them in others."
117,295,2015-01-25 18:28:18.000,I'll alert the crew. When has justice ever been as simple as a rule book?
117,296,2015-11-20 00:28:04.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
117,297,2015-03-14 08:59:49.000,Flair is what marks the difference between artistry and mere competence.
118,298,2016-09-15 00:18:30.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
118,299,2015-03-02 03:22:05.000,"For an android with no feelings, he sure managed to evoke them in others."
118,300,2016-10-15 08:25:11.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
118,301,2015-04-08 08:04:42.000,I'll alert the crew. When has justice ever been as simple as a rule book?
118,302,2015-03-02 11:43:01.000,I'll alert the crew. When has justice ever been as simple as a rule book?
119,303,2016-02-10 12:14:15.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
119,304,2017-01-20 10:51:42.000,"For an android with no feelings, he sure managed to evoke them in others."
120,305,2015-12-12 12:01:32.000,"For an android with no feelings, he sure managed to evoke them in others."
120,306,2015-01-09 03:32:16.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
120,307,2015-11-20 07:35:15.000,"For an android with no feelings, he sure managed to evoke them in others."
120,308,2015-04-06 19:55:05.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
120,309,2016-02-16 03:13:17.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
121,310,2015-12-04 07:37:41.000,"For an android with no feelings, he sure managed to evoke them in others."
121,311,2015-07-20 20:21:54.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
121,312,2016-08-28 13:28:01.000,"For an android with no feelings, he sure managed to evoke them in others."
121,313,2016-01-19 19:34:08.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
121,314,2016-10-15 04:47:45.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
122,315,2015-12-27 04:08:07.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
123,316,2015-07-22 19:56:57.000,"Fate. It protects fools, little children, and ships named Enterprise."
124,317,2016-01-23 03:17:19.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
124,318,2015-06-03 03:36:28.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
125,319,2015-02-22 22:14:56.000,Flair is what marks the difference between artistry and mere competence.
125,320,2016-02-15 07:44:59.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
126,321,2016-09-08 14:27:21.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
126,322,2016-08-17 02:56:42.000,I'll alert the crew. When has justice ever been as simple as a rule book?
126,323,2015-09-23 12:04:21.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
126,324,2016-12-05 10:26:49.000,"I suggest you drop it, Mr. Data. Mr. Worf, you sound like a man who's asking his friend if he can start dating his sister."
127,325,2015-10-23 02:04:33.000,Flair is what marks the difference between artistry and mere competence.
1,1,2016-07-13 16:40:59.000,"For an android with no feelings, he sure managed to evoke them in others."
1,2,2015-09-17 11:25:14.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
1,3,2016-11-18 00:08:03.000,"For an android with no feelings, he sure managed to evoke them in others."
1,4,2015-02-20 01:20:38.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
3,5,2016-08-05 22:03:13.000,Travel time to the nearest starbase? The Federation's gone; the Borg is everywhere!
3,6,2017-02-10 12:05:17.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
4,7,2016-03-22 16:19:11.000,I'll alert the crew. When has justice ever been as simple as a rule book?
4,8,2016-05-21 05:43:04.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
5,9,2016-09-20 04:01:53.000,"Maybe if we felt any human loss as keenly as we feel one of those close to us, human history would be far less bloody."
5,10,2016-03-27 22:03:24.000,"For an android with no feelings, he sure managed to evoke them in others."
6,11,2017-01-26 22:59:15.000,"I'm afraid I still don't understand, sir. Well, that's certainly good to know."
6,12,2015-07-16 07:29:56.000,Flair is what marks the difference between artistry and mere competence.
7,13,2015-06-24 15:25:30.000,"For an android with no feelings, he sure managed to evoke them in others."
8,14,2016-04-25 18:57:55.000,"I've had twelve years to think about it. And if I had it to do over again, I would have grabbed the phaser and pointed it at you instead of them."
8,15,2016-03-12 11:35:31.000,I'll alert the crew. When has justice ever been as simple as a rule book?
8,16,2016-04-09 11:09:21.000,I'll alert the crew. When has justice ever been as simple as a rule book?
